"exp_index","subject","trial","condition","scenario","box_weight","s1","s2","e1","e2","b1","b2","contestant","strength","effort","bonus"
"1b",145,25,"fail",8,8,2,8,50,50,10,10,1,2,50,10
"1b",145,25,"fail",8,8,2,8,50,50,10,10,2,8,50,10
"1b",145,23,"fail",9,10,5,7,70,70,10,10,1,5,70,10
"1b",145,23,"fail",9,10,5,7,70,70,10,10,2,7,70,10
"1b",145,1,"fail",10,9,6,8,30,30,10,10,1,6,30,10
"1b",145,1,"fail",10,9,6,8,30,30,10,10,2,8,30,10
"1b",145,26,"fail",11,6,2,6,60,20,10,10,1,2,60,10
"1b",145,26,"fail",11,6,2,6,60,20,10,10,2,6,20,10
"1b",145,19,"fail",12,6,3,6,80,40,10,10,1,3,80,10
"1b",145,19,"fail",12,6,3,6,80,40,10,10,2,6,40,10
"1b",145,24,"fail",13,7,4,6,30,20,10,10,1,4,30,10
"1b",145,24,"fail",13,7,4,6,30,20,10,10,2,6,20,10
"1b",145,9,"fail",14,10,5,8,80,50,10,10,1,5,80,10
"1b",145,9,"fail",14,10,5,8,80,50,10,10,2,8,50,10
"1b",145,14,"fail",15,9,6,8,40,30,10,10,1,6,40,10
"1b",145,14,"fail",15,9,6,8,40,30,10,10,2,8,30,10
"1b",145,10,"lift",16,2,5,5,20,60,10,10,1,5,20,10
"1b",145,10,"lift",16,2,5,5,20,60,10,10,2,5,60,10
"1b",145,20,"lift",17,4,6,6,30,80,10,10,1,6,30,10
"1b",145,20,"lift",17,4,6,6,30,80,10,10,2,6,80,10
"1b",145,12,"lift",18,2,4,4,30,60,10,10,1,4,30,10
"1b",145,12,"lift",18,2,4,4,30,60,10,10,2,4,60,10
"1b",145,13,"lift",19,3,5,5,20,70,10,10,1,5,20,10
"1b",145,13,"lift",19,3,5,5,20,70,10,10,2,5,70,10
"1b",145,7,"lift",20,2,8,8,20,40,10,10,1,8,20,10
"1b",145,7,"lift",20,2,8,8,20,40,10,10,2,8,40,10
"1b",145,6,"lift",21,2,4,8,40,40,10,10,1,4,40,10
"1b",145,6,"lift",21,2,4,8,40,40,10,10,2,8,40,10
"1b",145,2,"lift",22,3,4,6,60,60,10,10,1,4,60,10
"1b",145,2,"lift",22,3,4,6,60,60,10,10,2,6,60,10
"1b",145,4,"lift",23,3,2,8,50,50,10,10,1,2,50,10
"1b",145,4,"lift",23,3,2,8,50,50,10,10,2,8,50,10
"1b",145,11,"lift",24,4,5,7,70,70,10,10,1,5,70,10
"1b",145,11,"lift",24,4,5,7,70,70,10,10,2,7,70,10
"1b",145,17,"lift",25,2,6,8,30,30,10,10,1,6,30,10
"1b",145,17,"lift",25,2,6,8,30,30,10,10,2,8,30,10
"1b",146,12,"fail",1,8,5,5,20,60,0,1,1,5,20,0
"1b",146,12,"fail",1,8,5,5,20,60,0,1,2,5,60,1
"1b",146,6,"fail",2,8,6,6,30,80,0,3,1,6,30,0
"1b",146,6,"fail",2,8,6,6,30,80,0,3,2,6,80,3
"1b",146,5,"fail",3,6,4,4,30,60,0,2,1,4,30,0
"1b",146,5,"fail",3,6,4,4,30,60,0,2,2,4,60,2
"1b",146,21,"fail",4,8,5,5,20,70,0,3,1,5,20,0
"1b",146,21,"fail",4,8,5,5,20,70,0,3,2,5,70,3
"1b",146,14,"fail",5,10,8,8,20,40,0,0,1,8,20,0
"1b",146,14,"fail",5,10,8,8,20,40,0,0,2,8,40,0
"1b",146,3,"fail",6,8,4,8,40,40,0,0,1,4,40,0
"1b",146,3,"fail",6,8,4,8,40,40,0,0,2,8,40,0
"1b",146,4,"fail",7,8,4,6,60,60,0,0,1,4,60,0
"1b",146,4,"fail",7,8,4,6,60,60,0,0,2,6,60,0
"1b",146,24,"fail",8,8,2,8,50,50,0,0,1,2,50,0
"1b",146,24,"fail",8,8,2,8,50,50,0,0,2,8,50,0
"1b",146,2,"fail",9,10,5,7,70,70,0,0,1,5,70,0
"1b",146,2,"fail",9,10,5,7,70,70,0,0,2,7,70,0
"1b",146,23,"fail",10,9,6,8,30,30,2,2,1,6,30,2
"1b",146,23,"fail",10,9,6,8,30,30,2,2,2,8,30,2
"1b",146,27,"fail",11,6,2,6,60,20,1,0,1,2,60,1
"1b",146,27,"fail",11,6,2,6,60,20,1,0,2,6,20,0
"1b",146,26,"fail",12,6,3,6,80,40,3,0,1,3,80,3
"1b",146,26,"fail",12,6,3,6,80,40,3,0,2,6,40,0
"1b",146,19,"fail",13,7,4,6,30,20,0,0,1,4,30,0
"1b",146,19,"fail",13,7,4,6,30,20,0,0,2,6,20,0
"1b",146,17,"fail",14,10,5,8,80,50,2,0,1,5,80,2
"1b",146,17,"fail",14,10,5,8,80,50,2,0,2,8,50,0
"1b",146,13,"fail",15,9,6,8,40,30,0,0,1,6,40,0
"1b",146,13,"fail",15,9,6,8,40,30,0,0,2,8,30,0
"1b",146,9,"lift",16,2,5,5,20,60,1,3,1,5,20,1
"1b",146,9,"lift",16,2,5,5,20,60,1,3,2,5,60,3
"1b",146,7,"lift",17,4,6,6,30,80,1,4,1,6,30,1
"1b",146,7,"lift",17,4,6,6,30,80,1,4,2,6,80,4
"1b",146,15,"lift",18,2,4,4,30,60,1,3,1,4,30,1
"1b",146,15,"lift",18,2,4,4,30,60,1,3,2,4,60,3
"1b",146,10,"lift",19,3,5,5,20,70,1,5,1,5,20,1
"1b",146,10,"lift",19,3,5,5,20,70,1,5,2,5,70,5
"1b",146,22,"lift",20,2,8,8,20,40,1,3,1,8,20,1
"1b",146,22,"lift",20,2,8,8,20,40,1,3,2,8,40,3
"1b",146,25,"lift",21,2,4,8,40,40,2,2,1,4,40,2
"1b",146,25,"lift",21,2,4,8,40,40,2,2,2,8,40,2
"1b",146,11,"lift",22,3,4,6,60,60,4,3,1,4,60,4
"1b",146,11,"lift",22,3,4,6,60,60,4,3,2,6,60,3
"1b",146,20,"lift",23,3,2,8,50,50,2,2,1,2,50,2
"1b",146,20,"lift",23,3,2,8,50,50,2,2,2,8,50,2
"1b",146,1,"lift",24,4,5,7,70,70,10,10,1,5,70,10
"1b",146,1,"lift",24,4,5,7,70,70,10,10,2,7,70,10
"1b",146,16,"lift",25,2,6,8,30,30,1,1,1,6,30,1
"1b",146,16,"lift",25,2,6,8,30,30,1,1,2,8,30,1
"1b",147,7,"fail",1,8,5,5,20,60,0,0,1,5,20,0
"1b",147,7,"fail",1,8,5,5,20,60,0,0,2,5,60,0
"1b",147,25,"fail",2,8,6,6,30,80,0,0,1,6,30,0
"1b",147,25,"fail",2,8,6,6,30,80,0,0,2,6,80,0
"1b",147,24,"fail",3,6,4,4,30,60,0,0,1,4,30,0
"1b",147,24,"fail",3,6,4,4,30,60,0,0,2,4,60,0
"1b",147,2,"fail",4,8,5,5,20,70,0,0,1,5,20,0
"1b",147,2,"fail",4,8,5,5,20,70,0,0,2,5,70,0
"1b",147,22,"fail",5,10,8,8,20,40,0,0,1,8,20,0
"1b",147,22,"fail",5,10,8,8,20,40,0,0,2,8,40,0
"1b",147,10,"fail",6,8,4,8,40,40,0,0,1,4,40,0
"1b",147,10,"fail",6,8,4,8,40,40,0,0,2,8,40,0
"1b",147,3,"fail",7,8,4,6,60,60,0,0,1,4,60,0
"1b",147,3,"fail",7,8,4,6,60,60,0,0,2,6,60,0
"1b",147,13,"fail",8,8,2,8,50,50,0,0,1,2,50,0
"1b",147,13,"fail",8,8,2,8,50,50,0,0,2,8,50,0
"1b",147,11,"fail",9,10,5,7,70,70,0,0,1,5,70,0
"1b",147,11,"fail",9,10,5,7,70,70,0,0,2,7,70,0
"1b",147,6,"fail",10,9,6,8,30,30,0,0,1,6,30,0
"1b",147,6,"fail",10,9,6,8,30,30,0,0,2,8,30,0
"1b",147,17,"fail",11,6,2,6,60,20,0,0,1,2,60,0
"1b",147,17,"fail",11,6,2,6,60,20,0,0,2,6,20,0
"1b",147,26,"fail",12,6,3,6,80,40,0,0,1,3,80,0
"1b",147,26,"fail",12,6,3,6,80,40,0,0,2,6,40,0
"1b",147,21,"fail",13,7,4,6,30,20,0,0,1,4,30,0
"1b",147,21,"fail",13,7,4,6,30,20,0,0,2,6,20,0
"1b",147,9,"fail",14,10,5,8,80,50,0,0,1,5,80,0
"1b",147,9,"fail",14,10,5,8,80,50,0,0,2,8,50,0
"1b",147,20,"fail",15,9,6,8,40,30,0,0,1,6,40,0
"1b",147,20,"fail",15,9,6,8,40,30,0,0,2,8,30,0
"1b",147,1,"lift",16,2,5,5,20,60,2,10,1,5,20,2
"1b",147,1,"lift",16,2,5,5,20,60,2,10,2,5,60,10
"1b",147,5,"lift",17,4,6,6,30,80,1,8,1,6,30,1
"1b",147,5,"lift",17,4,6,6,30,80,1,8,2,6,80,8
"1b",147,4,"lift",18,2,4,4,30,60,3,5,1,4,30,3
"1b",147,4,"lift",18,2,4,4,30,60,3,5,2,4,60,5
"1b",147,12,"lift",19,3,5,5,20,70,1,8,1,5,20,1
"1b",147,12,"lift",19,3,5,5,20,70,1,8,2,5,70,8
"1b",147,27,"lift",20,2,8,8,20,40,4,8,1,8,20,4
"1b",147,27,"lift",20,2,8,8,20,40,4,8,2,8,40,8
"1b",147,23,"lift",21,2,4,8,40,40,10,10,1,4,40,10
"1b",147,23,"lift",21,2,4,8,40,40,10,10,2,8,40,10
"1b",147,14,"lift",22,3,4,6,60,60,10,10,1,4,60,10
"1b",147,14,"lift",22,3,4,6,60,60,10,10,2,6,60,10
"1b",147,19,"lift",23,3,2,8,50,50,10,10,1,2,50,10
"1b",147,19,"lift",23,3,2,8,50,50,10,10,2,8,50,10
"1b",147,15,"lift",24,4,5,7,70,70,10,10,1,5,70,10
"1b",147,15,"lift",24,4,5,7,70,70,10,10,2,7,70,10
"1b",147,16,"lift",25,2,6,8,30,30,10,10,1,6,30,10
"1b",147,16,"lift",25,2,6,8,30,30,10,10,2,8,30,10
"1b",148,4,"fail",1,8,5,5,20,60,1,5,1,5,20,1
"1b",148,4,"fail",1,8,5,5,20,60,1,5,2,5,60,5
"1b",148,15,"fail",2,8,6,6,30,80,0,5,1,6,30,0
"1b",148,15,"fail",2,8,6,6,30,80,0,5,2,6,80,5
"1b",148,12,"fail",3,6,4,4,30,60,1,4,1,4,30,1
"1b",148,12,"fail",3,6,4,4,30,60,1,4,2,4,60,4
"1b",148,10,"fail",4,8,5,5,20,70,1,4,1,5,20,1
"1b",148,10,"fail",4,8,5,5,20,70,1,4,2,5,70,4
"1b",148,16,"fail",5,10,8,8,20,40,1,2,1,8,20,1
"1b",148,16,"fail",5,10,8,8,20,40,1,2,2,8,40,2
"1b",148,7,"fail",6,8,4,8,40,40,1,1,1,4,40,1
"1b",148,7,"fail",6,8,4,8,40,40,1,1,2,8,40,1
"1b",148,24,"fail",7,8,4,6,60,60,6,6,1,4,60,6
"1b",148,24,"fail",7,8,4,6,60,60,6,6,2,6,60,6
"1b",148,20,"fail",8,8,2,8,50,50,5,5,1,2,50,5
"1b",148,20,"fail",8,8,2,8,50,50,5,5,2,8,50,5
"1b",148,21,"fail",9,10,5,7,70,70,8,8,1,5,70,8
"1b",148,21,"fail",9,10,5,7,70,70,8,8,2,7,70,8
"1b",148,5,"fail",10,9,6,8,30,30,1,1,1,6,30,1
"1b",148,5,"fail",10,9,6,8,30,30,1,1,2,8,30,1
"1b",148,9,"fail",11,6,2,6,60,20,4,0,1,2,60,4
"1b",148,9,"fail",11,6,2,6,60,20,4,0,2,6,20,0
"1b",148,1,"fail",12,6,3,6,80,40,2,1,1,3,80,2
"1b",148,1,"fail",12,6,3,6,80,40,2,1,2,6,40,1
"1b",148,2,"fail",13,7,4,6,30,20,0,0,1,4,30,0
"1b",148,2,"fail",13,7,4,6,30,20,0,0,2,6,20,0
"1b",148,22,"fail",14,10,5,8,80,50,6,5,1,5,80,6
"1b",148,22,"fail",14,10,5,8,80,50,6,5,2,8,50,5
"1b",148,14,"fail",15,9,6,8,40,30,1,1,1,6,40,1
"1b",148,14,"fail",15,9,6,8,40,30,1,1,2,8,30,1
"1b",148,13,"lift",16,2,5,5,20,60,10,10,1,5,20,10
"1b",148,13,"lift",16,2,5,5,20,60,10,10,2,5,60,10
"1b",148,26,"lift",17,4,6,6,30,80,4,8,1,6,30,4
"1b",148,26,"lift",17,4,6,6,30,80,4,8,2,6,80,8
"1b",148,19,"lift",18,2,4,4,30,60,9,9,1,4,30,9
"1b",148,19,"lift",18,2,4,4,30,60,9,9,2,4,60,9
"1b",148,6,"lift",19,3,5,5,20,70,4,8,1,5,20,4
"1b",148,6,"lift",19,3,5,5,20,70,4,8,2,5,70,8
"1b",148,3,"lift",20,2,8,8,20,40,4,5,1,8,20,4
"1b",148,3,"lift",20,2,8,8,20,40,4,5,2,8,40,5
"1b",148,17,"lift",21,2,4,8,40,40,9,9,1,4,40,9
"1b",148,17,"lift",21,2,4,8,40,40,9,9,2,8,40,9
"1b",148,23,"lift",22,3,4,6,60,60,9,9,1,4,60,9
"1b",148,23,"lift",22,3,4,6,60,60,9,9,2,6,60,9
"1b",148,11,"lift",23,3,2,8,50,50,5,5,1,2,50,5
"1b",148,11,"lift",23,3,2,8,50,50,5,5,2,8,50,5
"1b",148,25,"lift",24,4,5,7,70,70,8,8,1,5,70,8
"1b",148,25,"lift",24,4,5,7,70,70,8,8,2,7,70,8
"1b",148,27,"lift",25,2,6,8,30,30,9,9,1,6,30,9
"1b",148,27,"lift",25,2,6,8,30,30,9,9,2,8,30,9
"1b",149,3,"fail",1,8,5,5,20,60,0,0,1,5,20,0
"1b",149,3,"fail",1,8,5,5,20,60,0,0,2,5,60,0
"1b",149,21,"fail",2,8,6,6,30,80,0,0,1,6,30,0
"1b",149,21,"fail",2,8,6,6,30,80,0,0,2,6,80,0
"1b",149,4,"fail",3,6,4,4,30,60,0,0,1,4,30,0
"1b",149,4,"fail",3,6,4,4,30,60,0,0,2,4,60,0
"1b",149,11,"fail",4,8,5,5,20,70,0,0,1,5,20,0
"1b",149,11,"fail",4,8,5,5,20,70,0,0,2,5,70,0
"1b",149,10,"fail",5,10,8,8,20,40,0,0,1,8,20,0
"1b",149,10,"fail",5,10,8,8,20,40,0,0,2,8,40,0
"1b",149,15,"fail",6,8,4,8,40,40,0,0,1,4,40,0
"1b",149,15,"fail",6,8,4,8,40,40,0,0,2,8,40,0
"1b",149,24,"fail",7,8,4,6,60,60,0,0,1,4,60,0
"1b",149,24,"fail",7,8,4,6,60,60,0,0,2,6,60,0
"1b",149,22,"fail",8,8,2,8,50,50,0,0,1,2,50,0
"1b",149,22,"fail",8,8,2,8,50,50,0,0,2,8,50,0
"1b",149,27,"fail",9,10,5,7,70,70,0,0,1,5,70,0
"1b",149,27,"fail",9,10,5,7,70,70,0,0,2,7,70,0
"1b",149,20,"fail",10,9,6,8,30,30,0,0,1,6,30,0
"1b",149,20,"fail",10,9,6,8,30,30,0,0,2,8,30,0
"1b",149,13,"fail",11,6,2,6,60,20,0,0,1,2,60,0
"1b",149,13,"fail",11,6,2,6,60,20,0,0,2,6,20,0
"1b",149,2,"fail",12,6,3,6,80,40,0,0,1,3,80,0
"1b",149,2,"fail",12,6,3,6,80,40,0,0,2,6,40,0
"1b",149,23,"fail",13,7,4,6,30,20,0,0,1,4,30,0
"1b",149,23,"fail",13,7,4,6,30,20,0,0,2,6,20,0
"1b",149,19,"fail",14,10,5,8,80,50,3,2,1,5,80,3
"1b",149,19,"fail",14,10,5,8,80,50,3,2,2,8,50,2
"1b",149,5,"fail",15,9,6,8,40,30,0,0,1,6,40,0
"1b",149,5,"fail",15,9,6,8,40,30,0,0,2,8,30,0
"1b",149,17,"lift",16,2,5,5,20,60,2,5,1,5,20,2
"1b",149,17,"lift",16,2,5,5,20,60,2,5,2,5,60,5
"1b",149,25,"lift",17,4,6,6,30,80,2,8,1,6,30,2
"1b",149,25,"lift",17,4,6,6,30,80,2,8,2,6,80,8
"1b",149,7,"lift",18,2,4,4,30,60,4,6,1,4,30,4
"1b",149,7,"lift",18,2,4,4,30,60,4,6,2,4,60,6
"1b",149,9,"lift",19,3,5,5,20,70,2,9,1,5,20,2
"1b",149,9,"lift",19,3,5,5,20,70,2,9,2,5,70,9
"1b",149,12,"lift",20,2,8,8,20,40,2,2,1,8,20,2
"1b",149,12,"lift",20,2,8,8,20,40,2,2,2,8,40,2
"1b",149,1,"lift",21,2,4,8,40,40,4,0,1,4,40,4
"1b",149,1,"lift",21,2,4,8,40,40,4,0,2,8,40,0
"1b",149,14,"lift",22,3,4,6,60,60,6,8,1,4,60,6
"1b",149,14,"lift",22,3,4,6,60,60,6,8,2,6,60,8
"1b",149,16,"lift",23,3,2,8,50,50,9,5,1,2,50,9
"1b",149,16,"lift",23,3,2,8,50,50,9,5,2,8,50,5
"1b",149,6,"lift",24,4,5,7,70,70,6,5,1,5,70,6
"1b",149,6,"lift",24,4,5,7,70,70,6,5,2,7,70,5
"1b",149,26,"lift",25,2,6,8,30,30,5,3,1,6,30,5
"1b",149,26,"lift",25,2,6,8,30,30,5,3,2,8,30,3
"1b",150,11,"fail",1,8,5,5,20,60,5,5,1,5,20,5
"1b",150,11,"fail",1,8,5,5,20,60,5,5,2,5,60,5
"1b",150,26,"fail",2,8,6,6,30,80,8,8,1,6,30,8
"1b",150,26,"fail",2,8,6,6,30,80,8,8,2,6,80,8
"1b",150,19,"fail",3,6,4,4,30,60,8,8,1,4,30,8
"1b",150,19,"fail",3,6,4,4,30,60,8,8,2,4,60,8
"1b",150,17,"fail",4,8,5,5,20,70,10,10,1,5,20,10
"1b",150,17,"fail",4,8,5,5,20,70,10,10,2,5,70,10
"1b",150,25,"fail",5,10,8,8,20,40,8,8,1,8,20,8
"1b",150,25,"fail",5,10,8,8,20,40,8,8,2,8,40,8
"1b",150,2,"fail",6,8,4,8,40,40,8,8,1,4,40,8
"1b",150,2,"fail",6,8,4,8,40,40,8,8,2,8,40,8
"1b",150,7,"fail",7,8,4,6,60,60,8,8,1,4,60,8
"1b",150,7,"fail",7,8,4,6,60,60,8,8,2,6,60,8
"1b",150,1,"fail",8,8,2,8,50,50,5,5,1,2,50,5
"1b",150,1,"fail",8,8,2,8,50,50,5,5,2,8,50,5
"1b",150,15,"fail",9,10,5,7,70,70,5,5,1,5,70,5
"1b",150,15,"fail",9,10,5,7,70,70,5,5,2,7,70,5
"1b",150,22,"fail",10,9,6,8,30,30,8,8,1,6,30,8
"1b",150,22,"fail",10,9,6,8,30,30,8,8,2,8,30,8
"1b",150,27,"fail",11,6,2,6,60,20,10,8,1,2,60,10
"1b",150,27,"fail",11,6,2,6,60,20,10,8,2,6,20,8
"1b",150,10,"fail",12,6,3,6,80,40,8,10,1,3,80,8
"1b",150,10,"fail",12,6,3,6,80,40,8,10,2,6,40,10
"1b",150,3,"fail",13,7,4,6,30,20,8,8,1,4,30,8
"1b",150,3,"fail",13,7,4,6,30,20,8,8,2,6,20,8
"1b",150,6,"fail",14,10,5,8,80,50,8,8,1,5,80,8
"1b",150,6,"fail",14,10,5,8,80,50,8,8,2,8,50,8
"1b",150,16,"fail",15,9,6,8,40,30,8,8,1,6,40,8
"1b",150,16,"fail",15,9,6,8,40,30,8,8,2,8,30,8
"1b",150,12,"lift",16,2,5,5,20,60,5,5,1,5,20,5
"1b",150,12,"lift",16,2,5,5,20,60,5,5,2,5,60,5
"1b",150,5,"lift",17,4,6,6,30,80,10,8,1,6,30,10
"1b",150,5,"lift",17,4,6,6,30,80,10,8,2,6,80,8
"1b",150,20,"lift",18,2,4,4,30,60,10,10,1,4,30,10
"1b",150,20,"lift",18,2,4,4,30,60,10,10,2,4,60,10
"1b",150,13,"lift",19,3,5,5,20,70,7,2,1,5,20,7
"1b",150,13,"lift",19,3,5,5,20,70,7,2,2,5,70,2
"1b",150,24,"lift",20,2,8,8,20,40,8,10,1,8,20,8
"1b",150,24,"lift",20,2,8,8,20,40,8,10,2,8,40,10
"1b",150,21,"lift",21,2,4,8,40,40,10,10,1,4,40,10
"1b",150,21,"lift",21,2,4,8,40,40,10,10,2,8,40,10
"1b",150,23,"lift",22,3,4,6,60,60,8,8,1,4,60,8
"1b",150,23,"lift",22,3,4,6,60,60,8,8,2,6,60,8
"1b",150,9,"lift",23,3,2,8,50,50,10,10,1,2,50,10
"1b",150,9,"lift",23,3,2,8,50,50,10,10,2,8,50,10
"1b",150,14,"lift",24,4,5,7,70,70,6,9,1,5,70,6
"1b",150,14,"lift",24,4,5,7,70,70,6,9,2,7,70,9
"1b",150,4,"lift",25,2,6,8,30,30,10,10,1,6,30,10
"1b",150,4,"lift",25,2,6,8,30,30,10,10,2,8,30,10
"1b",151,27,"fail",1,8,5,5,20,60,2,5,1,5,20,2
"1b",151,27,"fail",1,8,5,5,20,60,2,5,2,5,60,5
"1b",151,3,"fail",2,8,6,6,30,80,2,8,1,6,30,2
"1b",151,3,"fail",2,8,6,6,30,80,2,8,2,6,80,8
"1b",151,13,"fail",3,6,4,4,30,60,1,5,1,4,30,1
"1b",151,13,"fail",3,6,4,4,30,60,1,5,2,4,60,5
"1b",151,25,"fail",4,8,5,5,20,70,1,4,1,5,20,1
"1b",151,25,"fail",4,8,5,5,20,70,1,4,2,5,70,4
"1b",151,12,"fail",5,10,8,8,20,40,0,5,1,8,20,0
"1b",151,12,"fail",5,10,8,8,20,40,0,5,2,8,40,5
"1b",151,24,"fail",6,8,4,8,40,40,4,3,1,4,40,4
"1b",151,24,"fail",6,8,4,8,40,40,4,3,2,8,40,3
"1b",151,1,"fail",7,8,4,6,60,60,8,5,1,4,60,8
"1b",151,1,"fail",7,8,4,6,60,60,8,5,2,6,60,5
"1b",151,10,"fail",8,8,2,8,50,50,2,4,1,2,50,2
"1b",151,10,"fail",8,8,2,8,50,50,2,4,2,8,50,4
"1b",151,5,"fail",9,10,5,7,70,70,7,6,1,5,70,7
"1b",151,5,"fail",9,10,5,7,70,70,7,6,2,7,70,6
"1b",151,19,"fail",10,9,6,8,30,30,2,2,1,6,30,2
"1b",151,19,"fail",10,9,6,8,30,30,2,2,2,8,30,2
"1b",151,6,"fail",11,6,2,6,60,20,4,0,1,2,60,4
"1b",151,6,"fail",11,6,2,6,60,20,4,0,2,6,20,0
"1b",151,16,"fail",12,6,3,6,80,40,8,1,1,3,80,8
"1b",151,16,"fail",12,6,3,6,80,40,8,1,2,6,40,1
"1b",151,2,"fail",13,7,4,6,30,20,4,1,1,4,30,4
"1b",151,2,"fail",13,7,4,6,30,20,4,1,2,6,20,1
"1b",151,11,"fail",14,10,5,8,80,50,7,4,1,5,80,7
"1b",151,11,"fail",14,10,5,8,80,50,7,4,2,8,50,4
"1b",151,9,"fail",15,9,6,8,40,30,4,3,1,6,40,4
"1b",151,9,"fail",15,9,6,8,40,30,4,3,2,8,30,3
"1b",151,17,"lift",16,2,5,5,20,60,0,8,1,5,20,0
"1b",151,17,"lift",16,2,5,5,20,60,0,8,2,5,60,8
"1b",151,23,"lift",17,4,6,6,30,80,2,7,1,6,30,2
"1b",151,23,"lift",17,4,6,6,30,80,2,7,2,6,80,7
"1b",151,15,"lift",18,2,4,4,30,60,4,7,1,4,30,4
"1b",151,15,"lift",18,2,4,4,30,60,4,7,2,4,60,7
"1b",151,20,"lift",19,3,5,5,20,70,2,7,1,5,20,2
"1b",151,20,"lift",19,3,5,5,20,70,2,7,2,5,70,7
"1b",151,4,"lift",20,2,8,8,20,40,3,5,1,8,20,3
"1b",151,4,"lift",20,2,8,8,20,40,3,5,2,8,40,5
"1b",151,26,"lift",21,2,4,8,40,40,5,7,1,4,40,5
"1b",151,26,"lift",21,2,4,8,40,40,5,7,2,8,40,7
"1b",151,22,"lift",22,3,4,6,60,60,5,5,1,4,60,5
"1b",151,22,"lift",22,3,4,6,60,60,5,5,2,6,60,5
"1b",151,14,"lift",23,3,2,8,50,50,8,5,1,2,50,8
"1b",151,14,"lift",23,3,2,8,50,50,8,5,2,8,50,5
"1b",151,7,"lift",24,4,5,7,70,70,10,10,1,5,70,10
"1b",151,7,"lift",24,4,5,7,70,70,10,10,2,7,70,10
"1b",151,21,"lift",25,2,6,8,30,30,5,5,1,6,30,5
"1b",151,21,"lift",25,2,6,8,30,30,5,5,2,8,30,5
"1b",152,7,"fail",1,8,5,5,20,60,1,4,1,5,20,1
"1b",152,7,"fail",1,8,5,5,20,60,1,4,2,5,60,4
"1b",152,6,"fail",2,8,6,6,30,80,2,5,1,6,30,2
"1b",152,6,"fail",2,8,6,6,30,80,2,5,2,6,80,5
"1b",152,1,"fail",3,6,4,4,30,60,2,4,1,4,30,2
"1b",152,1,"fail",3,6,4,4,30,60,2,4,2,4,60,4
"1b",152,5,"fail",4,8,5,5,20,70,1,3,1,5,20,1
"1b",152,5,"fail",4,8,5,5,20,70,1,3,2,5,70,3
"1b",152,16,"fail",5,10,8,8,20,40,1,3,1,8,20,1
"1b",152,16,"fail",5,10,8,8,20,40,1,3,2,8,40,3
"1b",152,23,"fail",6,8,4,8,40,40,2,1,1,4,40,2
"1b",152,23,"fail",6,8,4,8,40,40,2,1,2,8,40,1
"1b",152,15,"fail",7,8,4,6,60,60,3,2,1,4,60,3
"1b",152,15,"fail",7,8,4,6,60,60,3,2,2,6,60,2
"1b",152,3,"fail",8,8,2,8,50,50,2,1,1,2,50,2
"1b",152,3,"fail",8,8,2,8,50,50,2,1,2,8,50,1
"1b",152,17,"fail",9,10,5,7,70,70,4,3,1,5,70,4
"1b",152,17,"fail",9,10,5,7,70,70,4,3,2,7,70,3
"1b",152,11,"fail",10,9,6,8,30,30,2,1,1,6,30,2
"1b",152,11,"fail",10,9,6,8,30,30,2,1,2,8,30,1
"1b",152,14,"fail",11,6,2,6,60,20,4,1,1,2,60,4
"1b",152,14,"fail",11,6,2,6,60,20,4,1,2,6,20,1
"1b",152,22,"fail",12,6,3,6,80,40,3,1,1,3,80,3
"1b",152,22,"fail",12,6,3,6,80,40,3,1,2,6,40,1
"1b",152,27,"fail",13,7,4,6,30,20,2,2,1,4,30,2
"1b",152,27,"fail",13,7,4,6,30,20,2,2,2,6,20,2
"1b",152,2,"fail",14,10,5,8,80,50,5,2,1,5,80,5
"1b",152,2,"fail",14,10,5,8,80,50,5,2,2,8,50,2
"1b",152,19,"fail",15,9,6,8,40,30,4,3,1,6,40,4
"1b",152,19,"fail",15,9,6,8,40,30,4,3,2,8,30,3
"1b",152,9,"lift",16,2,5,5,20,60,5,8,1,5,20,5
"1b",152,9,"lift",16,2,5,5,20,60,5,8,2,5,60,8
"1b",152,21,"lift",17,4,6,6,30,80,5,7,1,6,30,5
"1b",152,21,"lift",17,4,6,6,30,80,5,7,2,6,80,7
"1b",152,25,"lift",18,2,4,4,30,60,5,7,1,4,30,5
"1b",152,25,"lift",18,2,4,4,30,60,5,7,2,4,60,7
"1b",152,26,"lift",19,3,5,5,20,70,5,8,1,5,20,5
"1b",152,26,"lift",19,3,5,5,20,70,5,8,2,5,70,8
"1b",152,13,"lift",20,2,8,8,20,40,5,7,1,8,20,5
"1b",152,13,"lift",20,2,8,8,20,40,5,7,2,8,40,7
"1b",152,20,"lift",21,2,4,8,40,40,6,5,1,4,40,6
"1b",152,20,"lift",21,2,4,8,40,40,6,5,2,8,40,5
"1b",152,12,"lift",22,3,4,6,60,60,7,6,1,4,60,7
"1b",152,12,"lift",22,3,4,6,60,60,7,6,2,6,60,6
"1b",152,10,"lift",23,3,2,8,50,50,7,5,1,2,50,7
"1b",152,10,"lift",23,3,2,8,50,50,7,5,2,8,50,5
"1b",152,4,"lift",24,4,5,7,70,70,8,7,1,5,70,8
"1b",152,4,"lift",24,4,5,7,70,70,8,7,2,7,70,7
"1b",152,24,"lift",25,2,6,8,30,30,6,5,1,6,30,6
"1b",152,24,"lift",25,2,6,8,30,30,6,5,2,8,30,5
"1b",153,7,"fail",1,8,5,5,20,60,2,3,1,5,20,2
