"exp_index","subject","trial","condition","scenario","box_weight","s1","s2","e1","e2","b1","b2","contestant","strength","effort","bonus"
"1a",166,21,"fail",15,8,6,8,40,30,4,3,2,8,30,3
"1a",166,5,"lift",16,4,5,5,20,60,2,6,1,5,20,2
"1a",166,5,"lift",16,4,5,5,20,60,2,6,2,5,60,6
"1a",166,1,"lift",17,5,6,6,30,80,3,8,1,6,30,3
"1a",166,1,"lift",17,5,6,6,30,80,3,8,2,6,80,8
"1a",166,14,"lift",18,3,4,4,30,60,3,6,1,4,30,3
"1a",166,14,"lift",18,3,4,4,30,60,3,6,2,4,60,6
"1a",166,7,"lift",19,4,5,5,20,70,2,7,1,5,20,2
"1a",166,7,"lift",19,4,5,5,20,70,2,7,2,5,70,7
"1a",166,25,"lift",20,4,8,8,20,40,2,4,1,8,20,2
"1a",166,25,"lift",20,4,8,8,20,40,2,4,2,8,40,4
"1a",166,19,"lift",21,4,4,8,40,40,4,4,1,4,40,4
"1a",166,19,"lift",21,4,4,8,40,40,4,4,2,8,40,4
"1a",166,16,"lift",22,5,4,6,60,60,6,6,1,4,60,6
"1a",166,16,"lift",22,5,4,6,60,60,6,6,2,6,60,6
"1a",166,6,"lift",23,5,2,8,50,50,5,6,1,2,50,5
"1a",166,6,"lift",23,5,2,8,50,50,5,6,2,8,50,6
"1a",166,22,"lift",24,6,5,7,70,70,7,7,1,5,70,7
"1a",166,22,"lift",24,6,5,7,70,70,7,7,2,7,70,7
"1a",166,10,"lift",25,3,6,8,30,30,3,3,1,6,30,3
"1a",166,10,"lift",25,3,6,8,30,30,3,3,2,8,30,3
"1a",166,8,"lift",26,2,2,6,60,20,6,2,1,2,60,6
"1a",166,8,"lift",26,2,2,6,60,20,6,2,2,6,20,2
"1a",166,20,"lift",27,3,3,6,80,40,8,4,1,3,80,8
"1a",166,20,"lift",27,3,3,6,80,40,8,4,2,6,40,4
"1a",166,3,"lift",28,2,4,6,30,20,3,2,1,4,30,3
"1a",166,3,"lift",28,2,4,6,30,20,3,2,2,6,20,2
"1a",166,2,"lift",29,6,5,8,80,50,8,5,1,5,80,8
"1a",166,2,"lift",29,6,5,8,80,50,8,5,2,8,50,5
"1a",166,28,"lift",30,4,6,8,40,30,4,3,1,6,40,4
"1a",166,28,"lift",30,4,6,8,40,30,4,3,2,8,30,3
"1a",167,16,"fail",1,5,5,5,20,60,0,0,1,5,20,0
"1a",167,16,"fail",1,5,5,5,20,60,0,0,2,5,60,0
"1a",167,14,"fail",2,7,6,6,30,80,0,2,1,6,30,0
"1a",167,14,"fail",2,7,6,6,30,80,0,2,2,6,80,2
"1a",167,6,"fail",3,5,4,4,30,60,0,0,1,4,30,0
"1a",167,6,"fail",3,5,4,4,30,60,0,0,2,4,60,0
"1a",167,13,"fail",4,6,5,5,20,70,0,0,1,5,20,0
"1a",167,13,"fail",4,6,5,5,20,70,0,0,2,5,70,0
"1a",167,5,"fail",5,8,8,8,20,40,0,0,1,8,20,0
"1a",167,5,"fail",5,8,8,8,20,40,0,0,2,8,40,0
"1a",167,12,"fail",6,6,4,8,40,40,0,0,1,4,40,0
"1a",167,12,"fail",6,6,4,8,40,40,0,0,2,8,40,0
"1a",167,18,"fail",7,7,4,6,60,60,2,2,1,4,60,2
"1a",167,18,"fail",7,7,4,6,60,60,2,2,2,6,60,2
"1a",167,19,"fail",8,6,2,8,50,50,0,3,1,2,50,0
"1a",167,19,"fail",8,6,2,8,50,50,0,3,2,8,50,3
"1a",167,15,"fail",9,9,5,7,70,70,3,4,1,5,70,3
"1a",167,15,"fail",9,9,5,7,70,70,3,4,2,7,70,4
"1a",167,17,"fail",10,8,6,8,30,30,0,0,1,6,30,0
"1a",167,17,"fail",10,8,6,8,30,30,0,0,2,8,30,0
"1a",167,25,"fail",11,3,2,6,60,20,0,1,1,2,60,0
"1a",167,25,"fail",11,3,2,6,60,20,0,1,2,6,20,1
"1a",167,27,"fail",12,5,3,6,80,40,4,4,1,3,80,4
"1a",167,27,"fail",12,5,3,6,80,40,4,4,2,6,40,4
"1a",167,29,"fail",13,5,4,6,30,20,4,4,1,4,30,4
"1a",167,29,"fail",13,5,4,6,30,20,4,4,2,6,20,4
"1a",167,28,"fail",14,9,5,8,80,50,0,0,1,5,80,0
"1a",167,28,"fail",14,9,5,8,80,50,0,0,2,8,50,0
"1a",167,9,"fail",15,8,6,8,40,30,0,0,1,6,40,0
"1a",167,9,"fail",15,8,6,8,40,30,0,0,2,8,30,0
"1a",167,31,"lift",16,4,5,5,20,60,4,5,1,5,20,4
"1a",167,31,"lift",16,4,5,5,20,60,4,5,2,5,60,5
"1a",167,32,"lift",17,5,6,6,30,80,4,5,1,6,30,4
"1a",167,32,"lift",17,5,6,6,30,80,4,5,2,6,80,5
"1a",167,7,"lift",18,3,4,4,30,60,5,5,1,4,30,5
"1a",167,7,"lift",18,3,4,4,30,60,5,5,2,4,60,5
"1a",167,30,"lift",19,4,5,5,20,70,5,5,1,5,20,5
"1a",167,30,"lift",19,4,5,5,20,70,5,5,2,5,70,5
"1a",167,26,"lift",20,4,8,8,20,40,5,5,1,8,20,5
"1a",167,26,"lift",20,4,8,8,20,40,5,5,2,8,40,5
"1a",167,3,"lift",21,4,4,8,40,40,2,3,1,4,40,2
"1a",167,3,"lift",21,4,4,8,40,40,2,3,2,8,40,3
"1a",167,8,"lift",22,5,4,6,60,60,5,5,1,4,60,5
"1a",167,8,"lift",22,5,4,6,60,60,5,5,2,6,60,5
"1a",167,1,"lift",23,5,2,8,50,50,2,3,1,2,50,2
"1a",167,1,"lift",23,5,2,8,50,50,2,3,2,8,50,3
"1a",167,4,"lift",24,6,5,7,70,70,4,4,1,5,70,4
"1a",167,4,"lift",24,6,5,7,70,70,4,4,2,7,70,4
"1a",167,24,"lift",25,3,6,8,30,30,3,4,1,6,30,3
"1a",167,24,"lift",25,3,6,8,30,30,3,4,2,8,30,4
"1a",167,2,"lift",26,2,2,6,60,20,5,5,1,2,60,5
"1a",167,2,"lift",26,2,2,6,60,20,5,5,2,6,20,5
"1a",167,22,"lift",27,3,3,6,80,40,5,5,1,3,80,5
"1a",167,22,"lift",27,3,3,6,80,40,5,5,2,6,40,5
"1a",167,21,"lift",28,2,4,6,30,20,5,5,1,4,30,5
"1a",167,21,"lift",28,2,4,6,30,20,5,5,2,6,20,5
"1a",167,10,"lift",29,6,5,8,80,50,3,4,1,5,80,3
"1a",167,10,"lift",29,6,5,8,80,50,3,4,2,8,50,4
"1a",167,20,"lift",30,4,6,8,40,30,5,5,1,6,40,5
"1a",167,20,"lift",30,4,6,8,40,30,5,5,2,8,30,5
"1a",168,18,"fail",1,5,5,5,20,60,0,0,1,5,20,0
"1a",168,18,"fail",1,5,5,5,20,60,0,0,2,5,60,0
"1a",168,10,"fail",2,7,6,6,30,80,0,0,1,6,30,0
"1a",168,10,"fail",2,7,6,6,30,80,0,0,2,6,80,0
"1a",168,17,"fail",3,5,4,4,30,60,0,0,1,4,30,0
"1a",168,17,"fail",3,5,4,4,30,60,0,0,2,4,60,0
"1a",168,30,"fail",4,6,5,5,20,70,0,0,1,5,20,0
"1a",168,30,"fail",4,6,5,5,20,70,0,0,2,5,70,0
"1a",168,16,"fail",5,8,8,8,20,40,0,0,1,8,20,0
"1a",168,16,"fail",5,8,8,8,20,40,0,0,2,8,40,0
"1a",168,21,"fail",6,6,4,8,40,40,0,0,1,4,40,0
"1a",168,21,"fail",6,6,4,8,40,40,0,0,2,8,40,0
"1a",168,5,"fail",7,7,4,6,60,60,0,0,1,4,60,0
"1a",168,5,"fail",7,7,4,6,60,60,0,0,2,6,60,0
"1a",168,7,"fail",8,6,2,8,50,50,0,0,1,2,50,0
"1a",168,7,"fail",8,6,2,8,50,50,0,0,2,8,50,0
"1a",168,13,"fail",9,9,5,7,70,70,0,0,1,5,70,0
"1a",168,13,"fail",9,9,5,7,70,70,0,0,2,7,70,0
"1a",168,24,"fail",10,8,6,8,30,30,0,0,1,6,30,0
"1a",168,24,"fail",10,8,6,8,30,30,0,0,2,8,30,0
"1a",168,19,"fail",11,3,2,6,60,20,0,0,1,2,60,0
"1a",168,19,"fail",11,3,2,6,60,20,0,0,2,6,20,0
"1a",168,14,"fail",12,5,3,6,80,40,0,0,1,3,80,0
"1a",168,14,"fail",12,5,3,6,80,40,0,0,2,6,40,0
"1a",168,32,"fail",13,5,4,6,30,20,0,0,1,4,30,0
"1a",168,32,"fail",13,5,4,6,30,20,0,0,2,6,20,0
"1a",168,27,"fail",14,9,5,8,80,50,0,0,1,5,80,0
"1a",168,27,"fail",14,9,5,8,80,50,0,0,2,8,50,0
"1a",168,9,"fail",15,8,6,8,40,30,0,0,1,6,40,0
"1a",168,9,"fail",15,8,6,8,40,30,0,0,2,8,30,0
"1a",168,1,"lift",16,4,5,5,20,60,5,5,1,5,20,5
"1a",168,1,"lift",16,4,5,5,20,60,5,5,2,5,60,5
"1a",168,15,"lift",17,5,6,6,30,80,2,5,1,6,30,2
"1a",168,15,"lift",17,5,6,6,30,80,2,5,2,6,80,5
"1a",168,4,"lift",18,3,4,4,30,60,1,2,1,4,30,1
"1a",168,4,"lift",18,3,4,4,30,60,1,2,2,4,60,2
"1a",168,3,"lift",19,4,5,5,20,70,1,9,1,5,20,1
"1a",168,3,"lift",19,4,5,5,20,70,1,9,2,5,70,9
"1a",168,8,"lift",20,4,8,8,20,40,2,3,1,8,20,2
"1a",168,8,"lift",20,4,8,8,20,40,2,3,2,8,40,3
"1a",168,26,"lift",21,4,4,8,40,40,2,3,1,4,40,2
"1a",168,26,"lift",21,4,4,8,40,40,2,3,2,8,40,3
"1a",168,2,"lift",22,5,4,6,60,60,2,8,1,4,60,2
"1a",168,2,"lift",22,5,4,6,60,60,2,8,2,6,60,8
"1a",168,12,"lift",23,5,2,8,50,50,1,4,1,2,50,1
"1a",168,12,"lift",23,5,2,8,50,50,1,4,2,8,50,4
"1a",168,29,"lift",24,6,5,7,70,70,4,5,1,5,70,4
"1a",168,29,"lift",24,6,5,7,70,70,4,5,2,7,70,5
"1a",168,6,"lift",25,3,6,8,30,30,2,2,1,6,30,2
"1a",168,6,"lift",25,3,6,8,30,30,2,2,2,8,30,2
"1a",168,31,"lift",26,2,2,6,60,20,1,1,1,2,60,1
"1a",168,31,"lift",26,2,2,6,60,20,1,1,2,6,20,1
"1a",168,22,"lift",27,3,3,6,80,40,3,3,1,3,80,3
"1a",168,22,"lift",27,3,3,6,80,40,3,3,2,6,40,3
"1a",168,28,"lift",28,2,4,6,30,20,1,1,1,4,30,1
"1a",168,28,"lift",28,2,4,6,30,20,1,1,2,6,20,1
"1a",168,20,"lift",29,6,5,8,80,50,4,4,1,5,80,4
"1a",168,20,"lift",29,6,5,8,80,50,4,4,2,8,50,4
"1a",168,25,"lift",30,4,6,8,40,30,2,2,1,6,40,2
"1a",168,25,"lift",30,4,6,8,40,30,2,2,2,8,30,2
"1a",169,24,"fail",1,5,5,5,20,60,5,5,1,5,20,5
"1a",169,24,"fail",1,5,5,5,20,60,5,5,2,5,60,5
"1a",169,7,"fail",2,7,6,6,30,80,3,7,1,6,30,3
"1a",169,7,"fail",2,7,6,6,30,80,3,7,2,6,80,7
"1a",169,12,"fail",3,5,4,4,30,60,4,4,1,4,30,4
"1a",169,12,"fail",3,5,4,4,30,60,4,4,2,4,60,4
"1a",169,18,"fail",4,6,5,5,20,70,2,2,1,5,20,2
"1a",169,18,"fail",4,6,5,5,20,70,2,2,2,5,70,2
"1a",169,30,"fail",5,8,8,8,20,40,4,4,1,8,20,4
"1a",169,30,"fail",5,8,8,8,20,40,4,4,2,8,40,4
"1a",169,29,"fail",6,6,4,8,40,40,5,5,1,4,40,5
"1a",169,29,"fail",6,6,4,8,40,40,5,5,2,8,40,5
"1a",169,16,"fail",7,7,4,6,60,60,0,0,1,4,60,0
"1a",169,16,"fail",7,7,4,6,60,60,0,0,2,6,60,0
"1a",169,5,"fail",8,6,2,8,50,50,0,0,1,2,50,0
"1a",169,5,"fail",8,6,2,8,50,50,0,0,2,8,50,0
"1a",169,3,"fail",9,9,5,7,70,70,1,1,1,5,70,1
"1a",169,3,"fail",9,9,5,7,70,70,1,1,2,7,70,1
"1a",169,14,"fail",10,8,6,8,30,30,5,5,1,6,30,5
"1a",169,14,"fail",10,8,6,8,30,30,5,5,2,8,30,5
"1a",169,25,"fail",11,3,2,6,60,20,3,3,1,2,60,3
"1a",169,25,"fail",11,3,2,6,60,20,3,3,2,6,20,3
"1a",169,31,"fail",12,5,3,6,80,40,5,5,1,3,80,5
"1a",169,31,"fail",12,5,3,6,80,40,5,5,2,6,40,5
"1a",169,17,"fail",13,5,4,6,30,20,5,5,1,4,30,5
"1a",169,17,"fail",13,5,4,6,30,20,5,5,2,6,20,5
"1a",169,21,"fail",14,9,5,8,80,50,5,5,1,5,80,5
"1a",169,21,"fail",14,9,5,8,80,50,5,5,2,8,50,5
"1a",169,9,"fail",15,8,6,8,40,30,3,3,1,6,40,3
"1a",169,9,"fail",15,8,6,8,40,30,3,3,2,8,30,3
"1a",169,10,"lift",16,4,5,5,20,60,4,5,1,5,20,4
"1a",169,10,"lift",16,4,5,5,20,60,4,5,2,5,60,5
"1a",169,13,"lift",17,5,6,6,30,80,6,6,1,6,30,6
"1a",169,13,"lift",17,5,6,6,30,80,6,6,2,6,80,6
"1a",169,4,"lift",18,3,4,4,30,60,4,4,1,4,30,4
"1a",169,4,"lift",18,3,4,4,30,60,4,4,2,4,60,4
"1a",169,15,"lift",19,4,5,5,20,70,5,5,1,5,20,5
"1a",169,15,"lift",19,4,5,5,20,70,5,5,2,5,70,5
"1a",169,26,"lift",20,4,8,8,20,40,7,7,1,8,20,7
"1a",169,26,"lift",20,4,8,8,20,40,7,7,2,8,40,7
"1a",169,22,"lift",21,4,4,8,40,40,4,4,1,4,40,4
"1a",169,22,"lift",21,4,4,8,40,40,4,4,2,8,40,4
"1a",169,8,"lift",22,5,4,6,60,60,6,4,1,4,60,6
"1a",169,8,"lift",22,5,4,6,60,60,6,4,2,6,60,4
"1a",169,32,"lift",23,5,2,8,50,50,8,8,1,2,50,8
"1a",169,32,"lift",23,5,2,8,50,50,8,8,2,8,50,8
"1a",169,6,"lift",24,6,5,7,70,70,4,5,1,5,70,4
"1a",169,6,"lift",24,6,5,7,70,70,4,5,2,7,70,5
"1a",169,28,"lift",25,3,6,8,30,30,8,8,1,6,30,8
"1a",169,28,"lift",25,3,6,8,30,30,8,8,2,8,30,8
"1a",169,2,"lift",26,2,2,6,60,20,6,4,1,2,60,6
"1a",169,2,"lift",26,2,2,6,60,20,6,4,2,6,20,4
"1a",169,1,"lift",27,3,3,6,80,40,4,4,1,3,80,4
"1a",169,1,"lift",27,3,3,6,80,40,4,4,2,6,40,4
"1a",169,20,"lift",28,2,4,6,30,20,7,7,1,4,30,7
"1a",169,20,"lift",28,2,4,6,30,20,7,7,2,6,20,7
"1a",169,27,"lift",29,6,5,8,80,50,8,8,1,5,80,8
"1a",169,27,"lift",29,6,5,8,80,50,8,8,2,8,50,8
"1a",169,19,"lift",30,4,6,8,40,30,7,7,1,6,40,7
"1a",169,19,"lift",30,4,6,8,40,30,7,7,2,8,30,7
"1a",170,31,"fail",1,5,5,5,20,60,0,0,1,5,20,0
"1a",170,31,"fail",1,5,5,5,20,60,0,0,2,5,60,0
"1a",170,5,"fail",2,7,6,6,30,80,0,0,1,6,30,0
"1a",170,5,"fail",2,7,6,6,30,80,0,0,2,6,80,0
"1a",170,21,"fail",3,5,4,4,30,60,0,0,1,4,30,0
"1a",170,21,"fail",3,5,4,4,30,60,0,0,2,4,60,0
"1a",170,22,"fail",4,6,5,5,20,70,0,0,1,5,20,0
"1a",170,22,"fail",4,6,5,5,20,70,0,0,2,5,70,0
"1a",170,2,"fail",5,8,8,8,20,40,0,0,1,8,20,0
"1a",170,2,"fail",5,8,8,8,20,40,0,0,2,8,40,0
"1a",170,26,"fail",6,6,4,8,40,40,0,0,1,4,40,0
"1a",170,26,"fail",6,6,4,8,40,40,0,0,2,8,40,0
"1a",170,3,"fail",7,7,4,6,60,60,0,0,1,4,60,0
"1a",170,3,"fail",7,7,4,6,60,60,0,0,2,6,60,0
"1a",170,28,"fail",8,6,2,8,50,50,0,0,1,2,50,0
"1a",170,28,"fail",8,6,2,8,50,50,0,0,2,8,50,0
"1a",170,8,"fail",9,9,5,7,70,70,0,0,1,5,70,0
"1a",170,8,"fail",9,9,5,7,70,70,0,0,2,7,70,0
"1a",170,14,"fail",10,8,6,8,30,30,0,0,1,6,30,0
"1a",170,14,"fail",10,8,6,8,30,30,0,0,2,8,30,0
"1a",170,20,"fail",11,3,2,6,60,20,0,0,1,2,60,0
"1a",170,20,"fail",11,3,2,6,60,20,0,0,2,6,20,0
"1a",170,4,"fail",12,5,3,6,80,40,0,0,1,3,80,0
"1a",170,4,"fail",12,5,3,6,80,40,0,0,2,6,40,0
"1a",170,24,"fail",13,5,4,6,30,20,0,0,1,4,30,0
"1a",170,24,"fail",13,5,4,6,30,20,0,0,2,6,20,0
"1a",170,32,"fail",14,9,5,8,80,50,0,0,1,5,80,0
"1a",170,32,"fail",14,9,5,8,80,50,0,0,2,8,50,0
"1a",170,27,"fail",15,8,6,8,40,30,0,0,1,6,40,0
"1a",170,27,"fail",15,8,6,8,40,30,0,0,2,8,30,0
"1a",170,30,"lift",16,4,5,5,20,60,2,8,1,5,20,2
"1a",170,30,"lift",16,4,5,5,20,60,2,8,2,5,60,8
"1a",170,12,"lift",17,5,6,6,30,80,2,8,1,6,30,2
"1a",170,12,"lift",17,5,6,6,30,80,2,8,2,6,80,8
"1a",170,7,"lift",18,3,4,4,30,60,3,7,1,4,30,3
"1a",170,7,"lift",18,3,4,4,30,60,3,7,2,4,60,7
"1a",170,18,"lift",19,4,5,5,20,70,3,7,1,5,20,3
"1a",170,18,"lift",19,4,5,5,20,70,3,7,2,5,70,7
"1a",170,16,"lift",20,4,8,8,20,40,2,8,1,8,20,2
"1a",170,16,"lift",20,4,8,8,20,40,2,8,2,8,40,8
"1a",170,10,"lift",21,4,4,8,40,40,5,5,1,4,40,5
"1a",170,10,"lift",21,4,4,8,40,40,5,5,2,8,40,5
"1a",170,1,"lift",22,5,4,6,60,60,5,5,1,4,60,5
"1a",170,1,"lift",22,5,4,6,60,60,5,5,2,6,60,5
"1a",170,6,"lift",23,5,2,8,50,50,5,5,1,2,50,5
"1a",170,6,"lift",23,5,2,8,50,50,5,5,2,8,50,5
"1a",170,25,"lift",24,6,5,7,70,70,5,5,1,5,70,5
"1a",170,25,"lift",24,6,5,7,70,70,5,5,2,7,70,5
"1a",170,19,"lift",25,3,6,8,30,30,5,5,1,6,30,5
"1a",170,19,"lift",25,3,6,8,30,30,5,5,2,8,30,5
"1a",170,9,"lift",26,2,2,6,60,20,8,2,1,2,60,8
"1a",170,9,"lift",26,2,2,6,60,20,8,2,2,6,20,2
"1a",170,17,"lift",27,3,3,6,80,40,8,2,1,3,80,8
"1a",170,17,"lift",27,3,3,6,80,40,8,2,2,6,40,2
"1a",170,13,"lift",28,2,4,6,30,20,6,4,1,4,30,6
"1a",170,13,"lift",28,2,4,6,30,20,6,4,2,6,20,4
"1a",170,29,"lift",29,6,5,8,80,50,8,2,1,5,80,8
"1a",170,29,"lift",29,6,5,8,80,50,8,2,2,8,50,2
"1a",170,15,"lift",30,4,6,8,40,30,6,4,1,6,40,6
"1a",170,15,"lift",30,4,6,8,40,30,6,4,2,8,30,4
"1a",171,14,"fail",1,5,5,5,20,60,0,1,1,5,20,0
"1a",171,14,"fail",1,5,5,5,20,60,0,1,2,5,60,1
"1a",171,30,"fail",2,7,6,6,30,80,0,0,1,6,30,0
"1a",171,30,"fail",2,7,6,6,30,80,0,0,2,6,80,0
"1a",171,24,"fail",3,5,4,4,30,60,0,0,1,4,30,0
"1a",171,24,"fail",3,5,4,4,30,60,0,0,2,4,60,0
"1a",171,31,"fail",4,6,5,5,20,70,0,0,1,5,20,0
"1a",171,31,"fail",4,6,5,5,20,70,0,0,2,5,70,0
"1a",171,16,"fail",5,8,8,8,20,40,0,0,1,8,20,0
"1a",171,16,"fail",5,8,8,8,20,40,0,0,2,8,40,0
"1a",171,25,"fail",6,6,4,8,40,40,0,0,1,4,40,0
"1a",171,25,"fail",6,6,4,8,40,40,0,0,2,8,40,0
"1a",171,13,"fail",7,7,4,6,60,60,1,1,1,4,60,1
"1a",171,13,"fail",7,7,4,6,60,60,1,1,2,6,60,1
"1a",171,7,"fail",8,6,2,8,50,50,0,0,1,2,50,0
"1a",171,7,"fail",8,6,2,8,50,50,0,0,2,8,50,0
"1a",171,32,"fail",9,9,5,7,70,70,0,0,1,5,70,0
"1a",171,32,"fail",9,9,5,7,70,70,0,0,2,7,70,0
"1a",171,20,"fail",10,8,6,8,30,30,0,0,1,6,30,0
"1a",171,20,"fail",10,8,6,8,30,30,0,0,2,8,30,0
"1a",171,2,"fail",11,3,2,6,60,20,1,0,1,2,60,1
"1a",171,2,"fail",11,3,2,6,60,20,1,0,2,6,20,0
"1a",171,18,"fail",12,5,3,6,80,40,4,0,1,3,80,4
"1a",171,18,"fail",12,5,3,6,80,40,4,0,2,6,40,0
"1a",171,22,"fail",13,5,4,6,30,20,0,0,1,4,30,0
"1a",171,22,"fail",13,5,4,6,30,20,0,0,2,6,20,0
"1a",171,26,"fail",14,9,5,8,80,50,0,0,1,5,80,0
"1a",171,26,"fail",14,9,5,8,80,50,0,0,2,8,50,0
"1a",171,9,"fail",15,8,6,8,40,30,0,0,1,6,40,0
"1a",171,9,"fail",15,8,6,8,40,30,0,0,2,8,30,0
"1a",171,12,"lift",16,4,5,5,20,60,0,3,1,5,20,0
"1a",171,12,"lift",16,4,5,5,20,60,0,3,2,5,60,3
"1a",171,4,"lift",17,5,6,6,30,80,0,5,1,6,30,0
"1a",171,4,"lift",17,5,6,6,30,80,0,5,2,6,80,5
"1a",171,3,"lift",18,3,4,4,30,60,0,1,1,4,30,0
"1a",171,3,"lift",18,3,4,4,30,60,0,1,2,4,60,1
"1a",171,1,"lift",19,4,5,5,20,70,0,1,1,5,20,0
"1a",171,1,"lift",19,4,5,5,20,70,0,1,2,5,70,1
"1a",171,15,"lift",20,4,8,8,20,40,0,0,1,8,20,0
"1a",171,15,"lift",20,4,8,8,20,40,0,0,2,8,40,0
"1a",171,8,"lift",21,4,4,8,40,40,0,0,1,4,40,0
"1a",171,8,"lift",21,4,4,8,40,40,0,0,2,8,40,0
"1a",171,19,"lift",22,5,4,6,60,60,1,1,1,4,60,1
"1a",171,19,"lift",22,5,4,6,60,60,1,1,2,6,60,1
"1a",171,29,"lift",23,5,2,8,50,50,0,0,1,2,50,0
"1a",171,29,"lift",23,5,2,8,50,50,0,0,2,8,50,0
"1a",171,5,"lift",24,6,5,7,70,70,3,3,1,5,70,3
"1a",171,5,"lift",24,6,5,7,70,70,3,3,2,7,70,3
"1a",171,10,"lift",25,3,6,8,30,30,0,0,1,6,30,0
"1a",171,10,"lift",25,3,6,8,30,30,0,0,2,8,30,0
"1a",171,21,"lift",26,2,2,6,60,20,1,0,1,2,60,1
"1a",171,21,"lift",26,2,2,6,60,20,1,0,2,6,20,0
"1a",171,6,"lift",27,3,3,6,80,40,5,0,1,3,80,5
"1a",171,6,"lift",27,3,3,6,80,40,5,0,2,6,40,0
"1a",171,27,"lift",28,2,4,6,30,20,0,0,1,4,30,0
"1a",171,27,"lift",28,2,4,6,30,20,0,0,2,6,20,0
"1a",171,28,"lift",29,6,5,8,80,50,5,1,1,5,80,5
"1a",171,28,"lift",29,6,5,8,80,50,5,1,2,8,50,1
"1a",171,17,"lift",30,4,6,8,40,30,0,0,1,6,40,0
"1a",171,17,"lift",30,4,6,8,40,30,0,0,2,8,30,0
"1a",172,21,"fail",1,5,5,5,20,60,1,3,1,5,20,1
"1a",172,21,"fail",1,5,5,5,20,60,1,3,2,5,60,3
"1a",172,27,"fail",2,7,6,6,30,80,1,4,1,6,30,1
"1a",172,27,"fail",2,7,6,6,30,80,1,4,2,6,80,4
"1a",172,19,"fail",3,5,4,4,30,60,0,3,1,4,30,0
"1a",172,19,"fail",3,5,4,4,30,60,0,3,2,4,60,3
"1a",172,13,"fail",4,6,5,5,20,70,0,2,1,5,20,0
"1a",172,13,"fail",4,6,5,5,20,70,0,2,2,5,70,2
"1a",172,29,"fail",5,8,8,8,20,40,1,2,1,8,20,1
"1a",172,29,"fail",5,8,8,8,20,40,1,2,2,8,40,2
"1a",172,32,"fail",6,6,4,8,40,40,2,2,1,4,40,2
"1a",172,32,"fail",6,6,4,8,40,40,2,2,2,8,40,2
"1a",172,18,"fail",7,7,4,6,60,60,6,6,1,4,60,6
"1a",172,18,"fail",7,7,4,6,60,60,6,6,2,6,60,6
"1a",172,3,"fail",8,6,2,8,50,50,0,0,1,2,50,0
"1a",172,3,"fail",8,6,2,8,50,50,0,0,2,8,50,0
"1a",172,20,"fail",9,9,5,7,70,70,2,3,1,5,70,2
"1a",172,20,"fail",9,9,5,7,70,70,2,3,2,7,70,3
"1a",172,17,"fail",10,8,6,8,30,30,0,0,1,6,30,0
"1a",172,17,"fail",10,8,6,8,30,30,0,0,2,8,30,0
"1a",172,26,"fail",11,3,2,6,60,20,3,1,1,2,60,3
"1a",172,26,"fail",11,3,2,6,60,20,3,1,2,6,20,1
"1a",172,7,"fail",12,5,3,6,80,40,2,0,1,3,80,2
"1a",172,7,"fail",12,5,3,6,80,40,2,0,2,6,40,0
"1a",172,30,"fail",13,5,4,6,30,20,2,1,1,4,30,2
"1a",172,30,"fail",13,5,4,6,30,20,2,1,2,6,20,1
"1a",172,31,"fail",14,9,5,8,80,50,4,2,1,5,80,4
"1a",172,31,"fail",14,9,5,8,80,50,4,2,2,8,50,2
"1a",172,14,"fail",15,8,6,8,40,30,2,0,1,6,40,2
"1a",172,14,"fail",15,8,6,8,40,30,2,0,2,8,30,0
"1a",172,6,"lift",16,4,5,5,20,60,2,6,1,5,20,2
"1a",172,6,"lift",16,4,5,5,20,60,2,6,2,5,60,6
"1a",172,5,"lift",17,5,6,6,30,80,3,8,1,6,30,3
"1a",172,5,"lift",17,5,6,6,30,80,3,8,2,6,80,8
"1a",172,2,"lift",18,3,4,4,30,60,3,6,1,4,30,3
"1a",172,2,"lift",18,3,4,4,30,60,3,6,2,4,60,6
"1a",172,4,"lift",19,4,5,5,20,70,2,7,1,5,20,2
"1a",172,4,"lift",19,4,5,5,20,70,2,7,2,5,70,7
"1a",172,28,"lift",20,4,8,8,20,40,2,6,1,8,20,2
"1a",172,28,"lift",20,4,8,8,20,40,2,6,2,8,40,6
"1a",172,9,"lift",21,4,4,8,40,40,4,4,1,4,40,4
"1a",172,9,"lift",21,4,4,8,40,40,4,4,2,8,40,4
"1a",172,1,"lift",22,5,4,6,60,60,1,1,1,4,60,1
"1a",172,1,"lift",22,5,4,6,60,60,1,1,2,6,60,1
"1a",172,16,"lift",23,5,2,8,50,50,5,5,1,2,50,5
"1a",172,16,"lift",23,5,2,8,50,50,5,5,2,8,50,5
"1a",172,22,"lift",24,6,5,7,70,70,7,7,1,5,70,7
"1a",172,22,"lift",24,6,5,7,70,70,7,7,2,7,70,7
"1a",172,15,"lift",25,3,6,8,30,30,3,3,1,6,30,3
"1a",172,15,"lift",25,3,6,8,30,30,3,3,2,8,30,3
"1a",172,8,"lift",26,2,2,6,60,20,6,2,1,2,60,6
"1a",172,8,"lift",26,2,2,6,60,20,6,2,2,6,20,2
"1a",172,25,"lift",27,3,3,6,80,40,4,2,1,3,80,4
"1a",172,25,"lift",27,3,3,6,80,40,4,2,2,6,40,2
"1a",172,12,"lift",28,2,4,6,30,20,3,2,1,4,30,3
"1a",172,12,"lift",28,2,4,6,30,20,3,2,2,6,20,2
